Timestamp,Side,Symbol_BNC,Symbol_HB,Price_BNC,Price_HB,Volume,Spread,PnL
2021-08-20 00:00:01,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.0947,27.095,2.99,0.0002945810299982671,0.0008807972796948186
2021-08-20 00:00:02,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.093876514074495,27.095,35.17,0.0011180670378516525,0.03932241772124262
2021-08-20 00:00:15,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.088599999999996,27.092621876131837,27.61,0.004016458009652528,0.11089440564650628
2021-08-20 00:00:17,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.1131,27.122,0.738,0.008894576490000333,0.006564197449620246
2021-08-20 00:00:18,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.11175,27.11243462513582,55.22,0.0006792027173566608,0.037505574052434806
2021-08-20 00:00:31,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.0976,27.1,17.59,0.002394580240003019,0.0421206664216531
2021-08-20 00:00:33,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.1112,27.115999999999996,6.431148750331966,0.004794577279997911,0.0308346396826286
2021-08-20 00:00:39,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.1066,27.10750067713976,7.384,0.0008952557296939864,0.006610568308060396
2021-08-20 00:00:42,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.1041,27.106,11.84,0.001894578990003926,0.02243181524164648
2021-08-20 00:00:48,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.0839,27.086,7.04,0.00209458300999882,0.014745864390391692
2021-08-20 00:00:54,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.054,27.055100000000003,2.81,0.001094589090004251,0.0030757953429119455
2021-08-20 00:01:21,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.043,27.045,0.43,0.0019945912000027747,0.0008576742160011931
2021-08-20 00:01:48,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.956358468176916,26.957,3.708,0.0006361404872390659,0.0023588089266824565
2021-08-20 00:01:53,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.9882,26.99,1.93,0.0017946021800021741,0.003463582207404196
2021-08-20 00:02:49,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.0318,27.032,0.74,0.00019459361999914982,0.00014399927879937087
2021-08-20 00:02:59,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.062,27.06330665301945,39.08,0.0013012404887819005,0.05085247830159667
2021-08-20 00:03:16,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.098,27.0992,1.55,0.0011945802800004122,0.0018515994340006388
2021-08-20 00:03:28,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.077999999999996,27.0789673,20.0,0.0009618843032720692,0.019237686065441385
2021-08-20 00:03:31,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.066999999999997,27.068851258581237,4.37,0.0018458449961121105,0.008066342633009923
2021-08-20 00:03:36,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.103,27.1092,0.67,0.006194578779999655,0.004150367782599769
2021-08-20 00:03:54,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.054,27.05548560411311,0.778,0.001480193164549324,0.001151590282019374
2021-08-20 00:03:55,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.054,27.055699999999998,0.078,0.0016945890300019137,0.00013217794434014927
2021-08-20 00:03:56,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.054,27.055100000000003,2.81,0.001094589090004251,0.0030757953429119455
2021-08-20 00:03:57,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.0541,27.059,2.28,0.004894588690003976,0.011159662213209064
2021-08-20 00:03:59,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,27.0599,27.06,25.0,9.45880100021828e-05,0.00236470025005457
2021-08-20 00:04:35,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.980000000000004,26.982,10.62,0.001994603799997881,0.021182692355977497
2021-08-20 00:04:39,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.9925,26.997000000000003,1.475,0.004494601050002459,0.006629536548753627
2021-08-20 00:04:47,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.9419,26.944,2.2,0.0020946114099980122,0.004608145101995627
2021-08-20 00:04:54,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.9555,26.957,1.62,0.001494608749998039,0.0024212661749968235
2021-08-20 00:04:55,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.961279487179493,26.964000000000002,2.34,0.0027151202925610116,0.006353381484592767
2021-08-20 00:04:58,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.972500000000004,26.975,2.5,0.0024946052499977265,0.006236513124994316
2021-08-20 00:05:04,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.968838297340117,26.970498207287584,35.979,0.0016545160138157222,0.059527831661075864
2021-08-20 00:05:31,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.909120891364907,26.914,14.36,0.0048737263230085055,0.06998670999840213
2021-08-20 00:05:56,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.9,26.900748000000004,2.25,0.0007426199252031042,0.0016708948317069843
2021-08-20 00:05:58,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.906147991761074,26.907999999999998,19.42,0.0018466268241254722,0.03586149292451667
2021-08-20 00:05:59,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.905099999999997,26.908,1.81,0.0028946186900034674,0.0052392598289062765
2021-08-20 00:06:10,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.8924,26.899,0.056,0.006594620860003428,0.000369298768160192
2021-08-20 00:06:13,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.8992,26.902,0.44,0.002794619879999772,0.0012296327471998999
2021-08-20 00:06:22,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.876,26.877400000000005,0.74,0.0013946246600036506,0.0010320222484027015
2021-08-20 00:06:35,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.881099999999996,26.882000000000005,1.429,0.0008946236900060297,0.0012784172530186165
2021-08-20 00:06:37,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.8781,26.88,2.796,0.0018946241899978544,0.005297369235234
2021-08-20 00:06:43,bnc_to_hb,LINKUSDT.BNC,LINKUSDT.HB,26.869999999999997,26.873494915254234,0.5900000000000001,0.003489540904743518,0.002058829133798676
